vehicle_id,timestamp,day_of_week,hour,minute,source_junction,destination_junction,distance,lane_count,vehicle_speed,congestion_score,signal_phase,travel_time
17861,18004,5,13,0,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,7.48,26.89,0,80.0
17971,18014,5,13,0,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.47,0.75,2,9.0
17965,18061,5,13,1,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.01,0.75,0,18.0
17884,18065,5,13,1,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,6.34,0.0,6,128.0
18042,18067,5,13,1,3691364000,3786062250,84.76,1,13.22,0.0,2,13.0
17911,18080,5,13,1,3673163458,3691364000,1739.54,1,26.74,0.0,0,155.0
18026,18084,5,13,1,3786062250,3713300479,449.43,1,6.08,0.0,0,31.0
17995,18093,5,13,1,cluster_13329900199_13329917155_13430754915_13430754916_#3more,3713300479,967.78,1,6.41,0.0,0,82.0
18049,18100,5,13,1,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,25.73,0.75,0,33.0
17963,18101,5,13,1,cluster_3650501033_3650501039,3673163458,552.1,2,3.51,15.7,0,137.0
18038,18102,5,13,1,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,26.87,0.0,0,29.0
18001,18104,5,13,1,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,12.86,0.0,0,36.0
18060,18106,5,13,1,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.25,0.0,0,33.0
17963,18108,5,13,1,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.85,0.0,0,7.0
18045,18109,5,13,1,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.19,0.0,0,5.0
18050,18112,5,13,1,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.51,3.0,0,4.0
18056,18116,5,13,1,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.43,3.0,0,5.0
18046,18119,5,13,1,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,19.42,3.0,1,35.0
18075,18129,5,13,2,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,26.02,5.25,0,30.0
18083,18149,5,13,2,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,17.72,3.75,1,30.0
18074,18152,5,13,2,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,10.62,10.52,1,20.0
18033,18154,5,13,2,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,11.7,10.52,2,20.0
18060,18158,5,13,2,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,15.23,0.0,1,52.0
18144,18162,5,13,2,3691364000,3786062250,84.76,1,12.79,0.0,0,17.0
18079,18166,5,13,2,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.49,16.34,2,12.0
18098,18185,5,13,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,11.69,39.83,2,18.0
18034,18198,5,13,3,3673163458,3713300768,47.1,1,8.46,0.0,0,55.0
18024,18199,5,13,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.77,55.25,0,58.0
18064,18203,5,13,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.67,4.74,0,7.0
18080,18205,5,13,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.83,4.74,0,6.0
18106,18207,5,13,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.04,4.74,0,6.0
18185,18228,5,13,3,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,11.69,3.0,1,36.0
18153,18229,5,13,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,12.04,3.0,1,45.0
18119,18231,5,13,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.68,6.44,1,41.0
18113,18233,5,13,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.02,6.44,0,41.0
18171,18235,5,13,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.84,6.44,0,22.0
18148,18236,5,13,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.3,6.44,0,22.0
18152,18239,5,13,3,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,21.51,6.44,0,13.0
18174,18241,5,13,4,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,27.17,6.0,0,35.0
18188,18265,5,13,4,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,14.59,4.5,2,33.0
18141,18274,5,13,4,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.2,37.43,2,53.0
18174,18282,5,13,4,cluster_3673120471_3778155308_8865441836_8865441838,3673163458,889.93,2,11.66,26.38,0,41.0
18174,18285,5,13,4,3673163458,3713300768,47.1,1,7.79,0.0,0,3.0
18170,18301,5,13,5,cluster_13329900199_13329917155_13430754915_13430754916_#3more,3713300479,1307.46,1,6.91,10.81,2,112.0
18213,18315,5,13,5,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,7.04,9.42,0,38.0
18216,18319,5,13,5,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,12.62,9.42,0,62.0
18172,18321,5,13,5,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.27,11.39,0,31.0
18194,18342,5,13,5,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,11.24,8.25,0,95.0
18276,18352,5,13,5,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.84,1.5,0,16.0
18249,18354,5,13,5,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.63,1.5,0,16.0
18179,18356,5,13,5,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3713300554_3713300555_3713300572,2167.69,1,5.44,17.1,0,117.0
18283,18359,5,13,5,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.34,0.0,0,49.0
18274,18362,5,13,6,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,21.32,1.5,0,34.0
18271,18364,5,13,6,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.85,1.5,0,22.0
18302,18366,5,13,6,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.91,1.5,0,12.0
18216,18378,5,13,6,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.88,0.0,0,59.0
18309,18378,5,13,6,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,28.67,3.0,1,29.0
18316,18391,5,13,6,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,16.63,3.75,2,33.0
18264,18411,5,13,6,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.35,59.27,2,23.0
18330,18413,5,13,6,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.35,59.27,2,15.0
18349,18454,5,13,7,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.52,0.75,0,55.0
18425,18454,5,13,7,3691364000,3786062250,84.76,1,10.95,4.14,0,13.0
18369,18456,5,13,7,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.23,0.75,0,14.0
18414,18459,5,13,7,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.02,0.75,0,5.0
18333,18462,5,13,7,cluster_3650501033_3650501039,3673163458,539.16,2,11.17,2.25,0,122.0
18394,18464,5,13,7,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,26.32,2.25,0,29.0
18333,18466,5,13,7,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.79,2.25,0,4.0
18423,18476,5,13,7,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.46,3.0,2,5.0
18391,18499,5,13,8,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,12.68,2.25,0,47.0
18422,18501,5,13,8,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.73,2.25,0,47.0
18332,18503,5,13,8,3673163458,3713300768,47.1,1,8.92,0.0,2,28.0
18456,18507,5,13,8,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.77,2.25,1,22.0
18414,18510,5,13,8,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,8.76,0.0,0,51.0
18424,18523,5,13,8,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.97,9.38,2,15.0
18452,18544,5,13,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.74,42.25,2,47.0
18466,18546,5,13,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.79,42.25,2,27.0
18420,18547,5,13,9,3673163458,3713300768,47.1,1,6.11,33.38,0,5.0
18504,18555,5,13,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.68,56.8,3,5.0
18492,18569,5,13,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.79,3.0,0,4.0
18498,18578,5,13,9,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,27.59,3.0,0,29.0
18391,18582,5,13,9,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.71,0.0,0,83.0
18568,18587,5,13,9,315917050,cluster_13329900199_13329917155_13430754915_13430754916_#3more,239.12,1,25.71,0.0,2,18.0
18446,18589,5,13,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.8,3.0,0,64.0
18460,18591,5,13,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.11,2.25,0,61.0
18490,18593,5,13,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.32,2.25,0,54.0
18538,18595,5,13,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.0,2.25,0,27.0
18484,18596,5,13,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.07,2.25,0,25.0
18481,18598,5,13,9,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.24,2.25,1,24.0
18511,18600,5,13,10,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.03,2.25,1,19.0
18454,18605,5,13,10,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.43,5.25,0,13.0
18568,18617,5,13,10,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,25.09,6.0,0,30.0
18410,18624,5,13,10,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3713300554_3713300555_3713300572,2299.36,1,6.39,19.88,3,129.0
18594,18624,5,13,10,cluster_315917052_3714581276,cluster_13329900199_13329917155_13430754915_13430754916_#3more,256.24,1,27.9,0.75,0,29.0
18496,18625,5,13,10,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.01,6.0,0,14.0
18524,18635,5,13,10,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.5,4.5,2,18.0
18546,18637,5,13,10,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.66,4.5,2,9.0
18548,18641,5,13,10,3778150947,cluster_3673120471_3778155308_8865441836_8865441838,471.38,2,18.93,25.81,2,64.0
18426,18642,5,13,10,3786062250,cluster_3713300554_3713300555_3713300572,2073.45,1,5.84,29.29,3,119.0
18538,18646,5,13,10,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.85,0.0,0,51.0
18520,18668,5,13,11,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,17.0,0.0,0,84.0
18565,18679,5,13,11,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.24,87.53,0,37.0
18610,18681,5,13,11,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.56,17.39,0,35.0
18481,18704,5,13,11,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,4.04,0.0,2,106.0
18615,18722,5,13,12,cluster_3650501033_3650501039,3673163458,539.16,2,4.14,1.5,0,106.0
18596,18724,5,13,12,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.57,0.0,0,43.0
18614,18727,5,13,12,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.5,0.0,0,42.0
18615,18728,5,13,12,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.95,0.0,0,6.0
18682,18737,5,13,12,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,25.13,2.25,0,31.0
18621,18769,5,13,12,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.54,3.15,2,58.0
18646,18771,5,13,12,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.26,24.12,2,52.0
18652,18774,5,13,12,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.88,24.12,2,15.0
18641,18781,5,13,13,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3713300554_3713300555_3713300572,2167.69,1,6.63,45.4,0,130.0
18752,18795,5,13,13,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.66,46.82,3,14.0
18736,18802,5,13,13,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,19.61,3.75,0,36.0
18709,18804,5,13,13,cluster_13329900199_13329917155_13430754915_13430754916_#3more,3713300479,967.78,1,5.98,14.69,0,80.0
18783,18809,5,13,13,3691364000,3786062250,84.76,1,11.84,0.0,0,11.0
18671,18815,5,13,13,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.86,0.75,0,41.0
18724,18817,5,13,13,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.23,0.75,0,21.0
18799,18821,5,13,13,3691364000,3786062250,84.76,1,12.65,2.55,0,17.0
18710,18860,5,13,14,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.0,34.49,2,66.0
18771,18862,5,13,14,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.97,53.25,2,15.0
18758,18867,5,13,14,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.04,53.25,3,15.0
18791,18881,5,13,14,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.17,3.0,0,14.0
18778,18898,5,13,14,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,906.97,2,31.73,3.0,0,119.0
18733,18904,5,13,15,3786062250,cluster_3713300554_3713300555_3713300572,2073.45,1,6.9,12.12,3,124.0
18848,18906,5,13,15,3778150947,cluster_3673120471_3778155308_8865441836_8865441838,471.38,2,23.36,2.25,0,31.0
18859,18911,5,13,15,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,24.88,1.5,0,36.0
18714,18923,5,13,15,3786062250,cluster_3713300554_3713300555_3713300572,2073.45,1,4.64,40.87,6,125.0
18758,18925,5,13,15,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.33,0.0,0,58.0
18795,18936,5,13,15,cluster_3713300554_3713300555_3713300572,3673163458,1483.88,2,10.55,26.59,0,140.0
18795,18941,5,13,15,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.46,0.75,0,5.0
18842,18949,5,13,15,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,12.91,0.75,1,66.0
18822,18951,5,13,15,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.48,3.0,1,44.0
18928,18957,5,13,15,3691364000,3786062250,84.76,1,12.66,0.0,1,12.0
18906,18957,5,13,15,3713300479,3691364000,433.56,1,26.62,0.0,0,38.0
18853,18964,5,13,16,3691364000,3786062250,84.76,1,10.79,20.5,2,12.0
18784,18977,5,13,16,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,7.73,0.0,6,114.0
18908,18994,5,13,16,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.92,16.85,2,51.0
18912,18996,5,13,16,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.73,16.85,2,29.0
18953,18998,5,13,16,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.33,16.85,2,6.0
18818,19020,5,13,17,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,11.82,0.0,0,93.0
18963,19020,5,13,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.11,33.95,2,5.0
18949,19026,5,13,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.78,52.81,2,5.0
18901,19039,5,13,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.47,63.13,0,57.0
18971,19050,5,13,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.74,14.86,0,16.0
18981,19056,5,13,17,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,29.91,3.0,0,28.0
19004,19059,5,13,17,3713300479,3691364000,433.56,1,23.26,0.0,0,42.0
18835,19064,5,13,17,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.05,2.25,0,16.0
19045,19069,5,13,17,3691364000,3786062250,84.76,1,11.49,0.0,0,12.0
18881,19082,5,13,18,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3713300554_3713300555_3713300572,2167.69,1,6.7,0.0,0,124.0
18916,19100,5,13,18,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3713300554_3713300555_3713300572,2167.69,1,5.2,0.0,0,150.0
19066,19113,5,13,18,3778150947,cluster_3673120471_3778155308_8865441836_8865441838,471.38,2,30.27,0.0,0,38.0
18835,19125,5,13,18,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,3.67,0.0,2,61.0
19008,19131,5,13,18,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,12.75,15.89,1,26.0
19078,19133,5,13,18,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.66,15.89,2,16.0
19065,19135,5,13,18,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.34,15.89,2,15.0
18992,19135,5,13,18,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,11.55,0.0,0,124.0
19074,19147,5,13,19,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,22.47,2.25,2,12.0
19038,19162,5,13,19,3673163458,cluster_3713300554_3713300555_3713300572,1320.58,1,4.97,0.0,0,103.0
19011,19174,5,13,19,3673163458,3713300768,47.1,1,8.01,0.0,3,52.0
19003,19175,5,13,19,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.65,10.66,3,58.0
19132,19178,5,13,19,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.46,10.66,0,6.0
19090,19183,5,13,19,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.89,4.69,0,5.0
19052,19191,5,13,19,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1467.44,1,13.35,5.23,3,85.0
19101,19198,5,13,19,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.69,2.25,0,5.0
19126,19200,5,13,20,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.81,2.25,0,5.0
19096,19209,5,13,20,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.69,3.75,0,43.0
19132,19229,5,13,20,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,14.95,0.0,1,51.0
19003,19233,5,13,20,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,5.38,0.0,2,58.0
19026,19236,5,13,20,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3713300554_3713300555_3713300572,2167.69,1,5.15,0.0,0,165.0
19158,19238,5,13,20,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.13,8.33,2,30.0
19100,19240,5,13,20,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.79,8.33,2,29.0
19120,19242,5,13,20,cluster_3673120471_3778155308_8865441836_8865441838,3673163458,889.93,2,11.68,0.75,0,44.0
19120,19245,5,13,20,3673163458,3713300768,47.1,1,8.07,0.0,2,3.0
19196,19252,5,13,20,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,16.89,33.97,3,29.0
19184,19256,5,13,20,3673163458,3713300768,47.1,1,6.08,20.13,2,4.0
19230,19260,5,13,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.59,33.97,0,5.0
19178,19269,5,13,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,12.94,2.25,0,32.0
19245,19271,5,13,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.4,3.0,0,25.0
19151,19273,5,13,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.07,3.0,0,22.0
19189,19278,5,13,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.87,3.0,0,14.0
19175,19281,5,13,21,3786062250,3713300479,449.43,1,6.18,11.86,0,30.0
19181,19315,5,13,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.86,1.5,0,56.0
19204,19316,5,13,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.38,1.5,0,54.0
19200,19318,5,13,21,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,14.07,1.5,1,7.0
19211,19318,5,13,21,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,906.97,2,15.06,1.5,1,98.0
19232,19319,5,13,21,3778155323,cluster_3673120471_3778155308_8865441836_8865441838,496.86,2,16.48,1.5,1,86.0
19224,19324,5,13,22,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,906.97,2,14.68,10.51,0,96.0
19264,19331,5,13,22,cluster_3650501033_3650501039,3673163458,539.16,2,9.88,34.23,0,59.0
19264,19336,5,13,22,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.94,2.25,0,5.0
19160,19343,5,13,22,3673163458,3691364000,1739.54,1,30.9,0.0,0,127.0
19203,19344,5,13,22,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3713300554_3713300555_3713300572,2167.69,1,5.62,0.0,0,140.0
19272,19348,5,13,22,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.26,3.0,1,4.0
19240,19352,5,13,22,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.06,3.75,1,4.0
19276,19359,5,13,22,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,18.23,3.75,2,5.0
19258,19362,5,13,22,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,19.58,19.21,2,5.0
19239,19379,5,13,22,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.79,15.0,2,80.0
19104,19381,5,13,23,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.07,48.21,2,75.0
19238,19382,5,13,23,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.81,48.21,2,68.0
19291,19384,5,13,23,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.44,48.21,2,50.0
19326,19392,5,13,23,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,15.8,73.37,0,33.0
19325,19395,5,13,23,cluster_13329900199_13329917155_13430754915_13430754916_#3more,cluster_3673120471_3778155308_8865441836_8865441838,465.54,2,13.3,73.37,0,30.0
19369,19414,5,13,23,3778150947,cluster_3673120471_3778155308_8865441836_8865441838,471.38,2,29.18,3.0,0,26.0
19272,19418,5,13,23,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,13.72,0.0,0,70.0
19258,19420,5,13,23,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,9.55,0.0,0,58.0
19276,19422,5,13,23,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,7.37,0.0,0,63.0
19334,19424,5,13,23,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.54,0.0,2,18.0
19318,19429,5,13,23,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.91,0.0,2,5.0
19238,19436,5,13,23,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,4.98,0.0,2,54.0
19234,19450,5,13,24,3786062250,cluster_3713300554_3713300555_3713300572,2073.45,1,6.16,0.0,0,121.0
19370,19457,5,13,24,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.98,1.5,1,5.0
19350,19458,5,13,24,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.08,1.5,1,4.0
19340,19470,5,13,24,cluster_3673120471_3778155308_8865441836_8865441838,cluster_3650501033_3650501039,1455.37,1,6.0,0.0,2,108.0
19354,19471,5,13,24,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,11.16,6.58,2,47.0
19365,19473,5,13,24,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,13.77,6.58,2,30.0
19399,19475,5,13,24,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.0,6.58,2,25.0
19405,19479,5,13,24,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,15.47,6.58,2,17.0
19406,19481,5,13,24,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,17.53,17.12,2,17.0
19446,19496,5,13,24,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,20.05,23.77,2,14.0
19432,19521,5,13,25,3673163458,cluster_3673120471_3778155308_8865441836_8865441838,904.72,2,16.67,1.5,0,5.0
19473,19527,5,13,25,3778150947,cluster_3673120471_3778155308_8865441836_8865441838,471.38,2,13.42,1.5,1,45.0
19318,19528,5,13,25,cluster_3673120471_3778155308_8865441836_8865441838,3778155323,419.62,2,13.96,0.0,0,99.0
